page_url,image_url,saved_path
"https://www.druplicon.org/druplicon/drupal-camps-pakistan","https://www.druplicon.org/sites/default/files/druplicons/pakistan.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camps-pakistan.png"
"https://www.druplicon.org/druplicon/drupal-code-sprint-manila","https://www.druplicon.org/sites/default/files/druplicons/logo-manila.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-code-sprint-manila.png"
"https://www.druplicon.org/druplicon/drupal-community-macedonia","https://www.druplicon.org/sites/default/files/druplicons/dcmk_logo2.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-community-macedonia.png"
"https://www.druplicon.org/druplicon/drupal-day-bilbao-2014","https://www.druplicon.org/sites/default/files/druplicons/bilbao.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-day-bilbao-2014.png"
"https://www.druplicon.org/index.php/druplicon/drupal-day-caceres-2017","https://www.druplicon.org/sites/default/files/druplicons/logo-s_0.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-day-caceres-2017.png"
"https://www.druplicon.org/druplicon/drupal-day-valencia-2012","https://www.druplicon.org/sites/default/files/druplicons/valencia.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-day-valencia-2012.png"
"https://www.druplicon.org/druplicon/drupal-denmark","https://www.druplicon.org/sites/default/files/druplicons/druplicon%20danmark.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-denmark.png"
"https://www.druplicon.org/druplicon/drupal-dev-days-ghent-2022","https://www.druplicon.org/sites/default/files/druplicons/2022-DevDays-Logo-icon.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-dev-days-ghent-2022.png"
"https://www.druplicon.org/druplicon/drupal-dev-days-lisbon-2018","https://www.druplicon.org/sites/default/files/druplicons/lisbon2018.drupaldays.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-dev-days-lisbon-2018.png"
"https://www.druplicon.org/druplicon/drupal-developer-days-montpellier-2015","https://www.druplicon.org/sites/default/files/druplicons/m.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-developer-days-montpellier-2015.png"
"https://www.druplicon.org/druplicon/drupal-e-v","https://www.druplicon.org/sites/default/files/druplicons/g1225.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-e-v.png"
